Questions,Answers
it's been said that you're the white night of the investment world because you rescue companies from hostile takeovers. Are there any companies you are now trying to help out and would you please name those companies? You have a cell phone that you're going to place orders with,No we we really you know what we really want to buy our buy-in to us are our wonderful businesses are at least extremely good businesses and we want them to have management we like and we want the price to be attractive and we are not we are not in the business of being white nights we're in the business of being investors and things that look sensible to us. I don't think I've been approached by anybody in connection with that. We do get approached occasionally I should say we we get approached when somebody occasionally it's when somebody has a takeover bid and they say would you like to top it or something to which our answer invariably is no.
"But I wonder if you could elaborate from a risk management perspective. Wall Street and financial planning firms charge a lot of money for their asset allocation models, say 50% stocks, 40% bonds, etc. I know you take a more opportunistic approach to building your portfolio and managing risk as you mentioned by, as you illustrated by your junk bond example. And so I just want you to hammer out how you use price and value as a tool of risk management and asset allocation as opposed to coming out with a preconceived idea of how much should be allocated to each asset class.","Yeah, we think the best way to minimize risk is to think. And the idea that you have, you know, you say I've got 60% in stocks and 40% in bonds and then have a big announcement. Now we're moving it to 65, 35 as some strategy or whatever they call them in Wall Street. I mean, that has to be pure nonsense. I mean, 60, 40 or 65, it just doesn't make any sense. What you ought to do is have your default position as always short term instruments and whatever you see anything intelligent to do, you should do it. And you shouldn't be trying to match up with some goal like that. I found it entertaining. I was just reading yesterday an article. I think it was about the two fellows at Google and all of the problems are going to have because they're each going to get a few billion dollars. And I mean, it was, I mean, I want to send a sympathy card. I was went down to hallmark store because this article went on. They've got this terrible problem and that terrible problem. They're going to need lawyers and they're going to need financial, they don't need anybody. Those guys are smarter than the people that are coming to them and they do not have a big problem. And they're very capable of thinking it through themselves. The people that have the problem are the people who want to sell their services to them and are going to have to convince them that they have a problem. But so much of what you see when you're talking about outside allocations, I mean, it's just merchandising. It's a way to make you think that if you don't know how to determine whether it should be 60, 40 or 65, 35, that you need these people, you don't need them at all in investing. I mean, most of the professionals that tell you that you're going to get in great trouble unless you listen to them and then adopt and sign up for their services. They're good at selling, but it's what my brother-in-law, former brother-in-law that worked at the stock yard used to say with that people would bring in cattle or something. And I'd say to them, you know, how do you get the farmer to employ you to sell the swift or armor or cut a hay instead of the guy right next to you? I mean, you know, it's a cow, it's a cow and armor's going to buy it the same way. And he gave me this disgusted look and he said, Warren, it's not how you sell them, it's how you tell them. Well, there's a lot of that in Wall Street, Charlie. Yeah, people have always had this craving to know the future. You know, the king used to hire the magician or the forecaster or any looking sheep guts or something for an answer as to how to handle the next war. And so there's always been a market for people who reported to know the future based on their expertise. And there's a lot of that still going on. It's just as crazy, this is when the king was hiring the forecaster who looked at the sheep guts. And people have an economic incentive to sell some nostrum. It can be sold over and over and over again, the really interesting figures are when you combine the underperformance of the market, say by the mutual fund industry, which is probably a couple of points per annum. At that understates it. Now if you take all of the investors in the mutual funds who are constantly whipsawing from one fund to another by a bunch of brokers who want commissions, now you take a subnormal performance and it goes down another three or four percentage points due to the shuffling of the mutual fund investments. So the poor guy in the general public is getting a terrible result from contacting the experts. And these guys are heading the scout troop and the community chest drive and are locally reputable people. I think it's disgusting. It's much better to make a living by being part of a system that delivers value to the people who are buying the product. But nobody, nobody, uh, refrains from creating gambling casinos or something on my theory. If it'll work to make money, why do we tend to do it in this country?"
"The first part of the question relates to the fortune article dated 10th of December, you included now shareholder materials. In this article, you mentioned that one couldn't explain the remarkable divergence in markets by differences in the growth of GNP. However, one could explain the divergence by interest rates. The first question I have is this. I wonder if you were to look at the price of gold during the two periods of times you mentioned, that is to say, $9.4864 and $64.81, if explanation could be even more clear.","The logical reason would be why the Dow in 48 was 177, and half the level of 1929, 381 index points, is because of the 71% evaluation of the American dollar from 20.5 cents to 35 cents. Which would put the fair value of the Dow at 166, after factoring in the record 50% of the capital gain of the 1940s that you had mentioned. I grew up in a household and my sister's here, where gold was talked about frequently. So I've been exposed to a lot of thinking on that over the years. I don't really think gold has really, the price of gold, I should say, has anything really to do with the valuation of businesses. It may reflect certain things that are going on in prices attached to those businesses at a given time. But I would not regard, the price of gold is not entered into my thinking in any way, shape or form, in terms of how I value a business today, a year ago, 10 years ago, or tomorrow. When we look at at Larsen Jewel's, the custom picture frame operation, I'm not thinking against, I'm not thinking of that in relating in any way to what gold has done. It's just not a factor with us. Any more than other commodities would be. Whether it's wheat, whether it's cobalbings or whatever, it has a certain hold on some people. But we don't look at it as an interesting investment and we don't look at it as a yardstick for valuing other investments. Charlie? Yeah, Warren is right when he says that interest rates are very important determining the value of stocks generally. I think he's also right when he says gold is very unimportant."
"Mr Buffett and Mr Munger, I'd like to ask you, when you assess a business and derive its intrinsic value, how do you estimate the future growth of the business and how do you decide what margin of safety to use?","There's a future growth in what, John? Well, I have difficulty understanding that question fully. He's talking about how do we combine our estimates of future growth with our passion for having a margin of safety. Surely you can handle that. Well, I certainly handle as well as you can. Every time you lateral is above to me, you know, he calls those audibles. I think you take all of the variables and calculate them reasonably conservatively, but you don't try and put too much windage in at every level. And then when you get all through, you apply the margin of safety. So I would say, don't focus too much on taking it on each variable in terms of the discount rate and the growth rate and so on. But try to be as realistic as you can on those numbers, but with any errors being on the conservative side. And then when you get all through, you apply the margin of safety. Ben Graham had a very simple formula he used for just the most obvious situations, which was to take working capital, networking capital and try and buy it a third off working capital. All that work for him, but that that method sort of ran out of steam when the sub working capital stock disappeared. But it's the same thing we do in insurance. I mean, if we're trying to figure out what we should charge for, we'll just say the chances of a 6.0 earthquake in California. Well, we know that in the last century, I think if there have been 26 or so, 6.0 or greater quakes in California. And let's forget about whether they occur in remote areas, let's just say we were writing a policy to pay off on a 6.0 or greater quake in California, regardless of whether it occurred in a desert and didn't know damage or any. Well, we would look at the history and we'd say, well, there have been 26 in the last century and we would probably assume a little higher number in the next century. That'd just be our nature. But we wouldn't assume 50. If we didn't, we wouldn't run any business. So we wouldn't, we might assume a little higher. I would, if I'm just pricing it myself, I'd probably say, well, I'll assume there are going to be 30, maybe 32 or something like that. Then when I get all through, I want to, I want to put a premium on it that now puts in a margin of safety. And I was at the, if I figured the proper rate for 32 is a million dollars, I would probably want to charge something more than a million dollars to build in that margin of safety. But I don't want to, I don't want to hit it. I want to be conservative at all the levels and then I want to have that significant margin of safety at the end. And I guess that is, I understand the question that's, that'd be my answer, Charlie, you want to get that? Yeah, that, both deep simplicity that I recommended to you says that you can predict out of those 26 earthquakes, how the size will be likely to be allocated. In other words, there's a standard power law that will tell you the likelihood of earthquakes of varying sizes. And of course, the big earthquakes are way less likely than the small ones. So you count them half and you know the applicable power law and you guess as to how much damage is going to, it's not that difficult. But if somebody says they really want to protect against a nine point oh or something like that and then you know, is it one and is it one in 300 years, is it one in a thousand years? You know, way you get really off the data points. But that is not what you're looking at in investments. You don't want to look at the things that are that, you don't want to come up with companies where you make the assumptions that they get that extreme. And you don't have to, that's the beauty about investments. You only have to look at the ones that you feel capable of evaluating and you skip all the rest."
"Could you please comment on any observations that either of you may have concerning executive compensation and optional issuance, a topic that seems to be getting a lot more media attention and are we going to getting a little bit of excesses in that area?","Yeah, there are three or four aspects to that. On the subject of options, I would say that most options are constructed poorly from the standpoint of the owner, but they're constructed very well from the standpoint of the person that receives them, which is not entirely unexplainable because it's a very strange form of negotiation when the beneficiary is the one that also really does all the design and hires the experts to come in and tell them what is good for the company when the expert knows that the guy who signs the check be quite interested also in hearing what's good for him. There's nothing wrong with options per se at all. Frankly, in terms of virtue, it would have been perfectly appropriate if a properly designed option had been given to me or to Charlie. We have responsibility for the whole enterprise and we believe that any kind of performance and incentive for performance should be related to the area in which you have responsibility. We feel that if you want to type us to type 100 words a minute, you ought to pay for typing 100 words a minute, not what the earnings per share were last year. We feel that the salesman gets paid for how many of the product is sold. They should get paid for that and not for some production, quote, is met. So we believe in tying incentive comp to performance for what you have responsibility and there are certain areas of a business that don't lend themselves to that staff, performance and so on. But that would lead to the corollary that the people that are responsible for the entire results of the business is perfectly appropriate to compensate them by options that in some way reflect the performance of that entire business. The trouble is that stock prices reflect other things than the performance of the business. The one thing over a period of time they reflect simply the reinvestment of earnings. I have pointed out in the past that if you gave me an option on your savings account to manage your savings account and you reinvested all the interest, I would take away a significant payment at the end of 10 years simply because you left the interest in with a company that pays no dividend like Berkshire. If you're going to leave all your capital in every year for me to get a fixed price option for 10 years with me and that I was getting a royally on the money that you left with me and I made the choice to have you leave it with me. That does not strike me as equitable. I think any option should have a step up and price that reflects the fact that money is reinvested by the shareholders annually. If somebody wants to pay out 100% of the earnings every year, then I say that you can have a fixed price option if you give me the money every year and you do more with the money that's left with you in the original sum. That's fine but if money is left with someone for 10 years, there's going to be some increase in value even if they spend every day golfing and to give a piece of that away simply to have a royally on the passage of time for them as a mistake. I think options ought to be granted basically at the fair value of the business at the time they're granted. Sometimes that's a market price. Sometimes it isn't a market price but certainly the management of a company would not give an option on their business to some third party at a market price they felt was way too low so I find it a little disingenuous when management say that they're, when they get a takeover bid they say that the companies really work twice that much but they're perfectly willing to issue options to themselves at this price which they say is totally inadequate when the owners get the option elsewhere. But options properly structured for people with a response of elderly for the business I think can make sense and I think that if something happened to me and Charlie that in terms of the manager of the business subsequently if it was structured properly I would not say anything wrong with an option arrangement. We carry this philosophy down to our subsidiaries where they generally have incentive arrangements that relate to the operation of their business but they don't have incentive arrangements that relate to Berkshire overall because if Chuck Huggins does a wonderful job it sees candy as he has done and I fall on my face in terms of allocating capital Berkshire Stock will go no place despite what Chuck does and to penalize him or to tie his rewards to something over at which he has no control I think it's kind of silly so we tie it instead to the operations of the candy business. In terms of overall level of compensation the real the real sin is having a mediocre manager I mean that that is what costs owners very significant amounts of money over time and if a mediocre manager is paid a relatively small sum it's still a great mistake and if they are paid huge sums it's a travesty and that happens sometimes. It's almost impossible to pay the outstanding manager some that is disproportionate to the value of that outstanding manager when you get a large enterprise. Coca-Cola had a market value of $4 billion when Roberta Goysweta took over. It was stagnated during the previous decade under an earlier management despite having the same product and those great mean show green commercials you saw that was mean show green was in the 70s. Teach the world the same commercial was in the 70s all these great commercials but the company didn't do much. Roberta if we'd bought the entire Coca-Cola company I wish we had. In 1981 or two when it came in for $4 billion and we now had a business worth $150 billion Roberta would have earned more money with us than he earned under the present arrangement. Having the right person in place is just enormously important. How much they should take is another question that's more a philosophical question. Tom Murphy, thus manager in the world he just didn't feel like taking a lot of money out of it. I tip my hat to him but I don't think that necessarily makes it wrong for somebody else to take more money for doing the job. I think it ought to be related to doing the job. When I ran a partnership in the 1960s I took a quarter of the profit over 6% a year and I didn't get paid any salary but I could make a lot of money doing that. That thought occurred to me as I ran the place from day to day and I think it probably helped a little. I don't think it's a terrible thing to have somebody get paid for making money for the shareholders but they ought to get paid for really making it not simply because the shareholders reinvest money with them. They ought to make it based on the fair value of what they had when they took over and they ought to make it really for just excellent performance. Charlie? Well, we have remarked in previous Berkshire other way meetings that we regard present mandated corporate accounting with respect to stock options as weak, corrupt and contemptible. And it is. Otherwise we're undecided. If something is so wonderful as a standard technique of compensation, why does it have to be masked under weak, corrupt and contemptible accounting? I think it is no credit to our civilization that we've drifted into this particular modality and you can get if you overuse stock options for the whole thing as sort of a chain letter. In Silicon Valley, this one company that practically paid everybody in options and as long as the chain letter galloped, it worked as far as the income account because nothing went through expense. And then once everybody is issuing stock options, everybody else feels that he has to do it and the practice spreads. So I am not totally wild about the extreme prevalence of the stock option modality in an American corporate life. Personally, I would vastly prefer different modalities which would probably involve stock instead of stock options. I'm all for sharing with the kind of people who are doing the important work pretty well down in the organization at a place like Costco or Coca-Cola or any other such company, but I don't much like the present scheme that civilization has drifted into. With respect to the subject of do we have some regid excesses in American corporate compensation? My answer would be yes. I don't think the excesses necessarily, the guy who got the most money, in many cases, I agree with Warren that the money has been deserved, but such is the envy effect that the practice spreads to everybody else. And then the taxi driver and everybody starts thinking the system is irrational, unfair, crazy. And I think that's what causes some people as they rise in American corporations to, at a certain point of power gaining and wealth gaining, they start exercising extreme restraint as a sort of moral duty. And that's what Warren was saying about Tom Murphy. And I would argue that the Tom Murphy attitude is the right attitude. And it goes way, way back in the history of civilization. The word liturgy comes from a Greek word, which is just the same. I mean, if you were an important citizen of Athens, it was a lot like being an important person in a Jewish culture. I mean, you had duties to give back and to act as a certain example. And the civilization had social pressures that enforce those duties. And I would argue that the Berkshire Hathaway compensation system, considering what the people at the top already have, it would be better if we saw a little more of it. I think Warren and I do all right. A few years ago, I think an added problem is the sort of, in terms of the accounting, the sort of hypocrisy that it pushes people into and then which becomes accepted and sort of a norm, particularly when leaders do it. You had a situation a few years back when there's no question that any manager would say that stock options are a form of compensation. They would say that compensation is a form of expense and they would say that expense belongs in the income account. But they didn't want to have stock options counted because they felt that it might restrict their use. So when the Federal, the FASB, the actual county standards board came up with a proposal to actually have reality reflected in mass corporate chiefs descended on Washington to pressure legislators to have Congress start enacting accounting standards, which I mentioned one time in Indiana in the 1890s. There was a legislator that introduced a bill that had the value of pi changed to an even three because he thought 3.14159 was too tough for the school journey and it would ease computational problems. Well, that sort of behavior by corporate chafedins, when they are in their arguing that the black is white in order to feather their own nests and maybe create little higher stock prices, I think that it means that they forfeit to some degree their right to be taken seriously when they claim they are operating for the good of the republic and march on Washington and other regards. And I just think that when the organization recognizes its hypocrisy and so on, I think there is a degradation that they can set in through an organization that whose leaders are also leaders in hypocrisy. Like I say, we have no strong feelings on this subject. Charlie, do you have any? It's rather interesting though. There's an earlier example, Commodore Vanderbilt took no salary from his railroads. After all, he controlled the railroads. They paid all the dividends that he needed and he got the fond of running the whole railroads and he thought it was beneath Commodore Vanderbilt to take us out. We've never quite reached the Vanderbilt standard. We don't have any dividends, Charlie. Well, maybe that's the reason."
I wanted to find out earlier you mentioned you looked at used filters to look at a company. So could you elaborate on what those filters are?,"Well, we've tried to do a good deal of that. Opportunity cost is a huge filter in life. If you've got two suitors who are really eager to have you, and one is way they help better than the other, you do not have to spend much time with the other. That's the way we filter stock buying opportunities. Our ideas are so simple, people keep asking us for mysteries. All we have is the most elementary idea. The first filter we probably put it through is whether we think, and we know instantly whether it's a business we're going to understand and whether it's a business that if it passes through that, it's whether a company can have a sustainable edge. That gets rid of a very significant percentage of the things people have. They always want to tell you some story and I'm sure they regard me and Charlie as very arbitrary in terms of, you know, in the middle of the first sentence saying, well, you know, we appreciate the call but we're not interested. I mean, they just think if they explain something, and if I get letters on this all the time, we really can tell in the middle of the first sentence usually whether those two factors exist. If we can't understand it, obviously it's not going to have, we can make a decision as to whether it has a sustainable edge. If we can't understand it, we very often come to the conclusion that it's not the kind of business where it will have a sustainable edge. Well, 98% of the conversations we can end, you know, in the middle of somebody's first sentence, which of course it goes over very big with the caller. And then sometimes if you talk about an entire business, we can tell by who we're dealing with whether a deal is ever going to work out or not. I mean, if there's an auction going on, we don't want to. We have no interest in talking about it and it just isn't going to work. If someone is interested in essentially doing that with their business, they're going to sit down or want to renegotiate everything with us all over again after the deal is done and we're going to have to buy the business two or three times before we get through. You just see all these things coming. And on the other hand, we've had terrific experience basically with the people we have associated with. So it works. It's efficient. You know, we don't want to listen to stories all day and we don't read brokerage reports or anything. It's just there's other things to do with your time. Trying to? Yeah. Another pillar that Warren was looting to is this concept of the quality person. And of course, most people define quality person as somebody very much like them. But, it's down to cool. Actually, it's the word we are serving. But there are so many wonderful people out there and there are so many awful people out there and there are signs frequently like flags, particularly over the awful people. And generally speaking, those people are to be avoided. It's just, you're not a misery. You bring into your life by trusting some awful person. And the amount of publicity that you can bring in by making the right business associations look around this room. And there are some wonderful people who have created some wonderful businesses. And the customers can trust them. The employees can trust them. The problems can trust them to be fairly faced and reasonably solved. And those are the kind of people you want. And people will take their promises seriously. I had some experience recently with a company and they have their brand on a particular product. And somebody invented a better product in the same field. And they're taking their brand off their product. And the best, they don't want their brand on. People who think like that frequently do very well in business. And the flags are flying. I mean, they get to, it's like they got to sign in there, just as jerk, jerk, jerk. And then, yeah, and then you think you're going to buy the business now? I'm going to be a jerk, get on anymore. I mean, it's just, yeah. Right. Right at the end."
I'm wondering if you would give us a clue as to what your strategies are going to be if it's really true that the market gets dismal over the next few years?,"Well, if the market gets cheaper, we will have many more opportunities to do intelligent things with money now, whether we'll blow on the money in the meantime or something is another question. But, you know, we are going to be buying things. One thing or another operating business stocks, high yield bonds, whatever, we're going to be buying things for as long as I live, just as long, just like I'm going to be buying groceries. Longer than that one. Yeah. Charlie is just waiting to take over after I hear. And I'm going to be buying groceries the rest of my life. Now, when I rather have grocery prices, go up or down if I'm going to be buying groceries tomorrow and next week and next month, the next year and the answer is obviously if I'm in that buyer, I would do better, give prices are lower. We have no, we're not good at forecasting markets. So, I mean, knew that we were getting enormous bargains in the mid-70s. We knew that the market went crazy to some extent in the in the late 90s. But we don't have much, we don't spend any time. Charlie and I spend no time thinking or talking about what the stock market is going to do. Because we don't know. We do know sometimes that we're getting very good value for our money when we buy some some stocks or some bonds as it may be. But we are not operating on the basis of any kind of macro forecast about stocks. And there's always a list of reasons you gave a few. There's always a list of reasons why the country will have problems tomorrow and there, but there's always a list of opportunities which don't get mentioned quite as often. So, we don't sit on and make a list of the bad things that are happening in the economy and the good things that are happening and therefore expecting the stock market. It might not, it doesn't behave that way even if you could correctly forecast some of the bad things or good things. Overall, I'm an enormous bull on the country. I mean, over time, I mean, this is the most remarkable success story in history of the world if you think about it. I mean, in 1790, we had less than four million people in this country. We had there were two hundred and ninety million people in China. There were a hundred million people in Europe. You know, and they all had the same intellect we had. They were in the same general climate. They had lots of natural resources. And two hundred and fifteen years later, those three point nine million people, I think actually, you know, I have 30% or so of the world GDP. So, it does not make sense to bet against America. That doesn't mean all our policies are smarter or anything. But I would not, I do not get pessimistic on the country. You know, I worry about the big, the big worry is what can be done by either terrorists or government governments that have access to nuclear chemical or biological weapons. But in terms of the basic economics of the country, your children are going to live better than you live and your grandchildren are going to live better than your children live. And we do not focus on macro factors, Charlie. Well, I agree with you that the economics of the country are probably going to increase for a considerable period ahead. But I suspect that in very important ways we are adder near the apex of a great civilization. You heard it here first, folks. If you leave the NCB nuclear chemical biological, but I do not feel that way. But you'll get to see which one I was just right, 20 or 30 years from now. I have seen more people pass up opportunities because they get focused on a single economic variable or a single problem with the country faces. And they forget about the good thing. I mean, if you can buy very good businesses at attractive prices, it's crazy to say, I think I'll sit this out because it might get a little cheaper next year or something of the sort and because the world's going to go to hell. We've never operated. We've never decided not to buy a business we like because of a macro view. Have we? Not yet. Okay. It's hard to get them to really agree with you. I've been working out of for years."
"Can you please share the life and financial concepts that you prefer talking to young people about? Share, do you want to know your life concepts and financial concepts? Are you useful to young people?","Well, that's a fairly broad question, but yeah, I think the financial concepts, you know, we've obviously spelled out in the reports. Charlie's probably better on the life concepts than I am. It is true that I do believe in spending the time that I spend giving talks or answering questions, doing it with young people. I'm sure well over a dozen a year and I just think that obviously young people are more receptive to change or to actually even forming habits that are going to be useful in life. And I think that people underestimate until they get older, they underestimate just how important habits are and how difficult they are to change when you're 45 or 50 and how important it is that you form the right ones when you're young. But Charlie, what do you have to say on that? Well, all the right stuff is what works. I mean, you avoid doing the really dumb things like raising moving trains to the crossing, experimenting with cocaine, risking getting aids or other unfortunate ailments. There's just a lot of standard things that take people down and you just give those a white birth and then you want to develop a good character and good mental habits and you want to learn from your mistakes every single one as you go along. It's pretty obvious, isn't it? We would say even though we issue lots of credit cards, I think we'd say if probably if I had one piece of advice to give to young people, you know, that across the board, it would be just don't get in debt. The game plays a lot easier if you're a little bit ahead of the game and then if you're behind the game and Ben Franklin said that long ago in better terms, which Charlie can recite, but there's a real difference. I get letters every day from people that are in all kinds of financial trouble. Often it's health related, which is tragic, but very often it's it's it relates to debt. I mean, they get behind the game and they're never going to catch up. And often it may surprise you, but often I write these people, they're very decent people. They've just made mistakes and I just tell them the best courses bankruptcy. They they are not going to catch up and they they should start all over again and they should never look at a credit card the rest of their life. But it would have been better if they've gotten that advice a little earlier, but it's it's very tempting to just spend more than your own. I mean, I, you know, it's very understandable. But it's not a good idea. And of course, you particularly want to avoid evil or seriously irrational people, particularly of the air track you'd members of the opposite sex. That can Charlie knows more about the play with the expert. Yeah, you know, it's better to hang out with people better than you. I find that very easy to do over the years, but if you if you're picking associates, pick out those whose behaviors somewhat better the years and you'll drift in that direction. And then similarly, if you if you hang out with a bad bunch, you're very likely to find your own behavior worse over time. But all like Charlie says that the tried advice, which Ben Franklin was handing out a few hundred years ago really works. You know, just we've said, but look at the people you like to associate with, you know, what qualities do they have that that you can't have if you want to look at the people that you can't stand up around what qualities do you have that they have can you get rid of them. You can do all of that at a young age. It gets it gets harder as you go along. It's not it's not very complicated. And my final word of advice would be if this gives you a little temporary unpopularity in your peer group, the hell of them. Because advice a little more apical of man Charlie, I was reading about a woman that was 103 and they said, what do you like about being 103 and she says no peer pressure."
"You have said that you like franchise companies, companies that have that are castles surrounded by modes, companies that are possible to, you can have some prediction five, ten years down the road. But aren't the businesses like C's, Candy, the furniture business, the jewelry business, the shoe business, business that are hard to predict the future five, ten years down the road? Aren't these businesses hard to predict five or ten years down the road?","Things like shoe business. I think they're far easier to predict than most businesses. Telling you the future virtually all of the businesses we have and not just because we have them. If they belong to somebody else, then if I took the Dow 30, excluding the ones we own or the first hundred companies alphabetically on the New York Stocks, I think ours are way easier to predict. They tend to be fundamental things, fairly simple, rate of change is not fast. So I feel pretty comfortable. I think when you look at Berkshire five years from now, the businesses we have now will be performing pretty much as we've anticipated at this time. I hope there are some new ones and I hope there are big ones. But I don't think that will have had lots of surprises in the present one. My guess is that will have had one surprise. I don't know what it will be. I mean, you know, that happens in life. But there won't be a series of them. Whereas if we were to buy a base metals business or many retailing businesses I can think of, an auto business, I'm not sure I know where we would stand in the competitive pecking order five or ten years from now. I would not want to fly and come in and displace C's candies, for example, in the business it does or the furniture market. It's not an easy job. So I don't think you'll get lots of surprises with the present businesses of Berkshire. But the key is developing more of them."
"My question for Charlie is, business school sense, what is the cost of capital for Berkshire Hathaway? My question for Warren is that I've been on the internet, and I look at Yahoo and they give you recommendations for companies, and when I search for Berkshire Hathaway, it shows that nobody is recommending Berkshire Hathaway despite the fact that there are maybe a thousand people that are wearing science here. I love Berkshire Hathaway, and of course I've got mine on too, but what seems to be the problem in lack of recommendations?","Well, we're not recommending Yahoo, incidental either, but then I'll let Charlie have that first question about the cost of capital, which is puzzle people for thousands of years, and then yeah. The way that is taught in most business schools, now I find in Coherent, and so I'm the one that asks that question and gets the end Coherent answers. I don't have a good answer to a question I consider kind of a stupid question. What is the cost of capital that Berkshire Hathaway, when we keep drowning in this torn of cash, which we have to reinvest? There's really only two questions that get to that, but you don't need a mathematical answer. The first question is, is when you have capital, is it better to keep it or return it to shareholders? It's better to return it to shareholders when you cannot create more than a dollar of value with that capital. That's test number one. And if you pass that threshold that you think you can achieve more than a dollar of value for every dollar retained, then you simply look around for the thing that you feel the surest about and that promises the greatest return weighted for that certainty. So our cost of capital is in effect, is measured by the ability to create more than a dollar of value for every dollar retained. If we're keeping dollar bills that are worth more in your hands than in our hands, then we've exceeded the cost of capital as far as I'm concerned. And once we think we can do that, then the question is, how do we do it to the best of our ability? And frankly, all the stuff I see in business schools, and I've not found any way to improve on that formula. Now, the trouble that you may have is that many managements would be reluctant to distribute money to shareholders, even if they would rationalize that they would do better than they then actually do. But that may be a danger on it, but that won't be solved by them hiring a bunch of people to come up with some cost to capital, but also justify some keeping the money. Because that's what the old little otherwise. The question about recommending the stock, we've very seldom had stock recommendations over the years. As I think back to 1965, I can't think of a lot of brokerage reports that have recommended Berkshire. I'm not looking for any reports at all. We are not looking to have Berkshire sell at the highest possible price, and we're not looking to try and attract people to Berkshire who are buying stocks because somebody else recommends them to them. We prefer people who figure out it for themselves. Why they themselves want to buy Berkshire? Because they're much more likely to stick around if they enter the restaurant because they decided it's the restaurant they want to eat at than if somebody has touted them on it. That's our approach. So we do nothing to encourage, but I think even if we did, we probably wouldn't generate a lot of recommendations. It's not a great stock to get rich out of here at brokerage. Yeah, I think the reason... I think one of the main reasons why I saw a little recommended in the institutional market is that it's received this hard to buy on quantity. We prefer, we've got some good institutions as well, one that's run by Berger front of ours, but frankly it's more fun for us to have a bunch of individual shareholders. I mean, you see it translates... If there's money made, it translates into changes in people's lives and not some change in somebody's performance figure for one quarter, and we think that individuals are much more likely to join us with the idea of staying with us for as long as we stay around. And that's the way we look at the business. Very few institutions look at investments that way, and frankly, we think they're often less rational holders than we get with individuals."
"One of the things I find most refreshing and admirable about you as corporate leaders is that you're very candid about making mistakes. And as you put it last year, Mr. Munger, rubbing your noses in it. Last year, Mr. Buffett, you talked about the $10 billion mistake of starting to buy Walmart and then stopping after it had ticked up a little bit. Today, you seem to allude to a somewhat similar mistake. You bought a stake in Petro, China, then after it was disclosed that you owned it, it popped up a bit. And obviously in hindsight, you could have made a lot of money, had you continued buying it. If these emotional traps, I think you called it anchoring it last year's annual meeting, are the traps that even people as experienced as you gentlemen are occasionally fall into. I sort of wonder what hope do the rest of us have. So my question is, you know, how do you, what are the mental tricks you have or how do you overcome these behavioral and emotional traps like anchoring on what advice do you have for us?","Well, that's a good question. And of course, the first question is in recognition of the fact that they can be traps and that you will be affected by them. And you will make some mistakes because of them, but Charlie and his, and poor Charlie's Almanac, which I probably do take credit for the name of. And they, he talks about the various psychological traps that people fall into and simply reading that section, you will come away wiser than, than before you started on it. We will, our personalities are such the Charlie and I probably are a little less prone to some of those mistakes than other people are, but as our record clearly indicates we still are prone to them and we, we make them and we'll make them again. We're probably a little less inclined to make some of them than we were 30 or 40 years ago, but you know, the nice thing about it is though is that if you make fewer of those mistakes than others, you know, they will continue making their share and you'll get very rich. Charlie. Yeah, you don't have to have perfect wisdom to get very rich. All you've got to do is have slightly more than other people on average over a long time. And it's the old story about the guy out running the bear. I mean, I don't have to outrun the bear. I just have to outrun that other fellow."
Is there any point at which your stock would rise to the point where you might split the stock?,"Surprise, surprise. I think I'll let Charlie answer that this year. He's so popular with the shareholders, I can afford to let him take the tough questions. I think the answer is no. I think the idea of carving ownership and an enterprise and a little tiny $20 pieces is almost insane. It's quite inefficient to serve us a $20 account. I don't see why there shouldn't be a minimum as a condition of joining some enterprise. Certainly we don't feel that way in a private enterprise. Yeah, we would not carve it up in $20 units. We find it very interesting because every company finds a way to fill up its common shareholder list and you can start with the A's and work through the Z's and every company in the New York Stock Exchange, one way or another has attracted some constituency of shareholders. And frankly, we can't imagine a better constituency than is in this room. We don't think we can improve on this group and we've followed certain policies that we think attracted certain types of shareholders and actually pushed away others. That is part of our Eugenics program here at Berkshire. Yeah, just look around this room and as you mingle with one another, this is a very outstanding group of people. Why would anybody want a different kind of a group? If we follow some policies that cause a whole bunch of people to buy Berkshire for the wrong reason, the only way they buy it is to replace somebody in this room or in this larger metaphorical room of shareholders that we have. So someone in one of these seats gets up and somebody else walks in. The question is do we have a better audience? I don't think so. So I think that Charlie said it very well."
